frame	time	Function 2	units
8623	1601-01-02 05:44:17.289543	4.573577e+03	cnts
8624	1601-01-02 05:44:17.357429	4.573606e+03	cnts
8625	1601-01-02 05:44:17.425315	4.573669e+03	cnts
8626	1601-01-02 05:44:17.493201	4.573809e+03	cnts
8627	1601-01-02 05:44:17.561087	4.573902e+03	cnts
8628	1601-01-02 05:44:17.628973	4.573494e+03	cnts
8629	1601-01-02 05:44:17.696859	4.573561e+03	cnts
8630	1601-01-02 05:44:17.764745	4.573483e+03	cnts
8631	1601-01-02 05:44:17.832631	4.573621e+03	cnts
8632	1601-01-02 05:44:17.835242	4.573455e+03	cnts
8633	1601-01-02 05:44:17.934460	4.573705e+03	cnts
8634	1601-01-02 05:44:18.036289	4.573173e+03	cnts
8635	1601-01-02 05:44:18.070232	4.572958e+03	cnts
8636	1601-01-02 05:44:18.138118	4.573220e+03	cnts
8637	1601-01-02 05:44:18.206004	4.573346e+03	cnts
8638	1601-01-02 05:44:18.273890	4.573428e+03	cnts
8639	1601-01-02 05:44:18.341776	4.572860e+03	cnts
8640	1601-01-02 05:44:18.375719	4.572626e+03	cnts
8641	1601-01-02 05:44:18.409662	4.572683e+03	cnts
8642	1601-01-02 05:44:18.477548	4.572645e+03	cnts
8643	1601-01-02 05:44:18.545434	4.572795e+03	cnts
8644	1601-01-02 05:44:18.647263	4.572923e+03	cnts
8645	1601-01-02 05:44:18.681206	4.572798e+03	cnts
8646	1601-01-02 05:44:18.749092	4.572522e+03	cnts
8647	1601-01-02 05:44:18.816978	4.572492e+03	cnts
8648	1601-01-02 05:44:18.850921	4.572370e+03	cnts
8649	1601-01-02 05:44:18.918807	4.572655e+03	cnts
8650	1601-01-02 05:44:18.986693	4.572508e+03	cnts
8651	1601-01-02 05:44:19.054579	4.572575e+03	cnts
8652	1601-01-02 05:44:19.122465	4.572456e+03	cnts
8653	1601-01-02 05:44:19.190351	4.572286e+03	cnts
8654	1601-01-02 05:44:19.224294	4.572624e+03	cnts
8655	1601-01-02 05:44:19.292180	4.572981e+03	cnts
8656	1601-01-02 05:44:19.360066	4.572860e+03	cnts
8657	1601-01-02 05:44:19.427952	4.572435e+03	cnts
8658	1601-01-02 05:44:19.495838	4.572143e+03	cnts
8659	1601-01-02 05:44:19.563724	4.572544e+03	cnts
8660	1601-01-02 05:44:19.631610	4.572893e+03	cnts
8661	1601-01-02 05:44:19.665553	4.572924e+03	cnts
8662	1601-01-02 05:44:19.733439	4.572801e+03	cnts
8663	1601-01-02 05:44:19.801325	4.572662e+03	cnts
8664	1601-01-02 05:44:19.869211	4.572441e+03	cnts
8665	1601-01-02 05:44:19.937097	4.572395e+03	cnts
8666	1601-01-02 05:44:19.971040	4.572786e+03	cnts
8667	1601-01-02 05:44:20.038926	4.573069e+03	cnts
8668	1601-01-02 05:44:20.106812	4.572731e+03	cnts
8669	1601-01-02 05:44:20.174698	4.572326e+03	cnts
8670	1601-01-02 05:44:20.242584	4.572305e+03	cnts
8671	1601-01-02 05:44:20.310470	4.572906e+03	cnts
8672	1601-01-02 05:44:20.378356	4.572936e+03	cnts
8673	1601-01-02 05:44:20.433187	4.572147e+03	cnts
8674	1601-01-02 05:44:20.480185	4.572466e+03	cnts
8675	1601-01-02 05:44:20.548071	4.572411e+03	cnts
8676	1601-01-02 05:44:20.615957	4.572156e+03	cnts
8677	1601-01-02 05:44:20.683843	4.572495e+03	cnts
8678	1601-01-02 05:44:20.751729	4.572814e+03	cnts
8679	1601-01-02 05:44:20.819615	4.572562e+03	cnts
8680	1601-01-02 05:44:20.853558	4.572628e+03	cnts
8681	1601-01-02 05:44:20.921444	4.572278e+03	cnts
8682	1601-01-02 05:44:20.989330	4.572543e+03	cnts
8683	1601-01-02 05:44:21.057216	4.572687e+03	cnts
8684	1601-01-02 05:44:21.125102	4.572856e+03	cnts
8685	1601-01-02 05:44:21.192988	4.572655e+03	cnts
8686	1601-01-02 05:44:21.260874	4.572381e+03	cnts
8687	1601-01-02 05:44:21.328760	4.572500e+03	cnts
8688	1601-01-02 05:44:21.362703	4.572398e+03	cnts
8689	1601-01-02 05:44:21.430589	4.572722e+03	cnts
8690	1601-01-02 05:44:21.498475	4.572747e+03	cnts
8691	1601-01-02 05:44:21.566361	4.572618e+03	cnts
8692	1601-01-02 05:44:21.600304	4.572681e+03	cnts
8693	1601-01-02 05:44:21.668190	4.572633e+03	cnts
8694	1601-01-02 05:44:21.736076	4.572875e+03	cnts
8695	1601-01-02 05:44:21.803962	4.573119e+03	cnts
8696	1601-01-02 05:44:21.871848	4.573112e+03	cnts
8697	1601-01-02 05:44:21.939734	4.573214e+03	cnts
8698	1601-01-02 05:44:22.007620	4.572735e+03	cnts
8699	1601-01-02 05:44:22.075506	4.573346e+03	cnts
8700	1601-01-02 05:44:22.109449	4.573457e+03	cnts
8701	1601-01-02 05:44:22.177335	4.573621e+03	cnts
8702	1601-01-02 05:44:22.245221	4.573501e+03	cnts
8703	1601-01-02 05:44:22.313107	4.573529e+03	cnts
8704	1601-01-02 05:44:22.380993	4.573325e+03	cnts
8705	1601-01-02 05:44:22.383604	4.573340e+03	cnts
8706	1601-01-02 05:44:22.482822	4.574056e+03	cnts
8707	1601-01-02 05:44:22.550708	4.574482e+03	cnts
8708	1601-01-02 05:44:22.618594	4.574388e+03	cnts
8709	1601-01-02 05:44:22.686480	4.574219e+03	cnts
8710	1601-01-02 05:44:22.754366	4.574418e+03	cnts
8711	1601-01-02 05:44:22.788309	4.574408e+03	cnts
8712	1601-01-02 05:44:22.890138	4.574826e+03	cnts
8713	1601-01-02 05:44:22.924081	4.575253e+03	cnts
8714	1601-01-02 05:44:23.025910	4.574878e+03	cnts
8715	1601-01-02 05:44:23.059853	4.574595e+03	cnts
8716	1601-01-02 05:44:23.127739	4.574817e+03	cnts
8717	1601-01-02 05:44:23.195625	4.575106e+03	cnts
8718	1601-01-02 05:44:23.229568	4.575449e+03	cnts
8719	1601-01-02 05:44:23.297454	4.575726e+03	cnts
8720	1601-01-02 05:44:23.365340	4.575078e+03	cnts
8721	1601-01-02 05:44:23.433226	4.574767e+03	cnts
8722	1601-01-02 05:44:23.467169	4.575231e+03	cnts
8723	1601-01-02 05:44:23.535055	4.575213e+03	cnts
8724	1601-01-02 05:44:23.636884	4.575902e+03	cnts
8725	1601-01-02 05:44:23.670827	4.575965e+03	cnts
8726	1601-01-02 05:44:23.738713	4.575602e+03	cnts
8727	1601-01-02 05:44:23.806599	4.575172e+03	cnts
8728	1601-01-02 05:44:23.874485	4.575695e+03	cnts
8729	1601-01-02 05:44:23.942371	4.575677e+03	cnts
8730	1601-01-02 05:44:24.010257	4.576349e+03	cnts
8731	1601-01-02 05:44:24.078143	4.575735e+03	cnts
8732	1601-01-02 05:44:24.112086	4.575819e+03	cnts
8733	1601-01-02 05:44:24.146029	4.575553e+03	cnts
8734	1601-01-02 05:44:24.247858	4.576268e+03	cnts
8735	1601-01-02 05:44:24.315744	4.576255e+03	cnts
8736	1601-01-02 05:44:24.349687	4.576152e+03	cnts
8737	1601-01-02 05:44:24.451516	4.575984e+03	cnts
8738	1601-01-02 05:44:24.485459	4.575837e+03	cnts
8739	1601-01-02 05:44:24.553345	4.575753e+03	cnts
8740	1601-01-02 05:44:24.621231	4.576127e+03	cnts
8741	1601-01-02 05:44:24.689117	4.576015e+03	cnts
8742	1601-01-02 05:44:24.757003	4.576267e+03	cnts
8743	1601-01-02 05:44:24.824889	4.575718e+03	cnts
8744	1601-01-02 05:44:24.858832	4.575517e+03	cnts
8745	1601-01-02 05:44:24.926718	4.575558e+03	cnts
8746	1601-01-02 05:44:24.994604	4.575715e+03	cnts
8747	1601-01-02 05:44:25.062490	4.576009e+03	cnts
8748	1601-01-02 05:44:25.130376	4.575764e+03	cnts
8749	1601-01-02 05:44:25.198262	4.575744e+03	cnts
8750	1601-01-02 05:44:25.232205	4.575397e+03	cnts
8751	1601-01-02 05:44:25.300091	4.575431e+03	cnts
8752	1601-01-02 05:44:25.334034	4.575988e+03	cnts
8753	1601-01-02 05:44:25.435863	4.575890e+03	cnts
8754	1601-01-02 05:44:25.503749	4.575767e+03	cnts
8755	1601-01-02 05:44:25.553358	4.576002e+03	cnts
8756	1601-01-02 05:44:25.605578	4.575530e+03	cnts
8757	1601-01-02 05:44:25.673464	4.575590e+03	cnts
8758	1601-01-02 05:44:25.741350	4.575527e+03	cnts
8759	1601-01-02 05:44:25.809236	4.575569e+03	cnts
8760	1601-01-02 05:44:25.877122	4.575280e+03	cnts
8761	1601-01-02 05:44:25.911065	4.574959e+03	cnts
8762	1601-01-02 05:44:25.978951	4.574875e+03	cnts
8763	1601-01-02 05:44:26.046837	4.574997e+03	cnts
8764	1601-01-02 05:44:26.114723	4.575199e+03	cnts
8765	1601-01-02 05:44:26.182609	4.575574e+03	cnts
8766	1601-01-02 05:44:26.250495	4.575425e+03	cnts
8767	1601-01-02 05:44:26.318381	4.575217e+03	cnts
8768	1601-01-02 05:44:26.386267	4.575169e+03	cnts
8769	1601-01-02 05:44:26.420210	4.575627e+03	cnts
8770	1601-01-02 05:44:26.488096	4.575755e+03	cnts
8771	1601-01-02 05:44:26.555982	4.575827e+03	cnts
8772	1601-01-02 05:44:26.623868	4.575870e+03	cnts
8773	1601-01-02 05:44:26.691754	4.575387e+03	cnts
8774	1601-01-02 05:44:26.759640	4.576031e+03	cnts
8775	1601-01-02 05:44:26.793583	4.575547e+03	cnts
8776	1601-01-02 05:44:26.861469	4.575841e+03	cnts
8777	1601-01-02 05:44:26.929355	4.575827e+03	cnts
8778	1601-01-02 05:44:26.997241	4.575586e+03	cnts
8779	1601-01-02 05:44:27.065127	4.575496e+03	cnts
8780	1601-01-02 05:44:27.133013	4.576032e+03	cnts
8781	1601-01-02 05:44:27.200899	4.575947e+03	cnts
8782	1601-01-02 05:44:27.268785	4.576019e+03	cnts
8783	1601-01-02 05:44:27.302728	4.575666e+03	cnts
8784	1601-01-02 05:44:27.336671	4.575558e+03	cnts
8785	1601-01-02 05:44:27.438500	4.575393e+03	cnts
8786	1601-01-02 05:44:27.506386	4.575956e+03	cnts
8787	1601-01-02 05:44:27.574272	4.576252e+03	cnts
8788	1601-01-02 05:44:27.608215	4.575860e+03	cnts
8789	1601-01-02 05:44:27.710044	4.575257e+03	cnts
8790	1601-01-02 05:44:27.777930	4.575650e+03	cnts
8791	1601-01-02 05:44:27.811873	4.575697e+03	cnts
8792	1601-01-02 05:44:27.879759	4.575652e+03	cnts
8793	1601-01-02 05:44:27.981588	4.576054e+03	cnts
8794	1601-01-02 05:44:28.015531	4.575775e+03	cnts
8795	1601-01-02 05:44:28.083417	4.575564e+03	cnts
8796	1601-01-02 05:44:28.151303	4.575334e+03	cnts
8797	1601-01-02 05:44:28.185246	4.575798e+03	cnts
8798	1601-01-02 05:44:28.253132	4.576064e+03	cnts
8799	1601-01-02 05:44:28.321018	4.575840e+03	cnts
8800	1601-01-02 05:44:28.388904	4.575918e+03	cnts
8801	1601-01-02 05:44:28.456790	4.575347e+03	cnts
8802	1601-01-02 05:44:28.524676	4.575709e+03	cnts
8803	1601-01-02 05:44:28.558619	4.575474e+03	cnts
8804	1601-01-02 05:44:28.626505	4.575724e+03	cnts
8805	1601-01-02 05:44:28.694391	4.575836e+03	cnts
8806	1601-01-02 05:44:28.697002	4.575731e+03	cnts
8807	1601-01-02 05:44:28.830163	4.575079e+03	cnts
8808	1601-01-02 05:44:28.898049	4.575309e+03	cnts
8809	1601-01-02 05:44:28.965935	4.575845e+03	cnts
8810	1601-01-02 05:44:29.033821	4.575733e+03	cnts
8811	1601-01-02 05:44:29.067764	4.575518e+03	cnts
8812	1601-01-02 05:44:29.135650	4.575351e+03	cnts
8813	1601-01-02 05:44:29.203536	4.575170e+03	cnts
8814	1601-01-02 05:44:29.271422	4.575426e+03	cnts
8815	1601-01-02 05:44:29.339308	4.575305e+03	cnts
8816	1601-01-02 05:44:29.373251	4.575238e+03	cnts
8817	1601-01-02 05:44:29.441137	4.575216e+03	cnts
8818	1601-01-02 05:44:29.509023	4.574874e+03	cnts
8819	1601-01-02 05:44:29.576909	4.575107e+03	cnts
8820	1601-01-02 05:44:29.644795	4.575528e+03	cnts
8821	1601-01-02 05:44:29.712681	4.575431e+03	cnts
8822	1601-01-02 05:44:29.780567	4.575522e+03	cnts
8823	1601-01-02 05:44:29.814510	4.575324e+03	cnts
8824	1601-01-02 05:44:29.882396	4.575053e+03	cnts
8825	1601-01-02 05:44:29.950282	4.575300e+03	cnts
8826	1601-01-02 05:44:30.018168	4.575727e+03	cnts
8827	1601-01-02 05:44:30.086054	4.575853e+03	cnts
8828	1601-01-02 05:44:30.153940	4.575692e+03	cnts
8829	1601-01-02 05:44:30.187883	4.575411e+03	cnts
8830	1601-01-02 05:44:30.255769	4.575275e+03	cnts
8831	1601-01-02 05:44:30.323655	4.575483e+03	cnts
8832	1601-01-02 05:44:30.391541	4.575957e+03	cnts
8833	1601-01-02 05:44:30.459427	4.576280e+03	cnts
8834	1601-01-02 05:44:30.527313	4.575871e+03	cnts
8835	1601-01-02 05:44:30.561256	4.575410e+03	cnts
8836	1601-01-02 05:44:30.629142	4.575621e+03	cnts
8837	1601-01-02 05:44:30.697028	4.575838e+03	cnts
8838	1601-01-02 05:44:30.730971	4.575921e+03	cnts
8839	1601-01-02 05:44:30.832800	4.576346e+03	cnts
8840	1601-01-02 05:44:30.900686	4.575901e+03	cnts
8841	1601-01-02 05:44:30.968572	4.575513e+03	cnts
8842	1601-01-02 05:44:31.036458	4.575668e+03	cnts
8843	1601-01-02 05:44:31.070401	4.575888e+03	cnts
8844	1601-01-02 05:44:31.138287	4.576297e+03	cnts
8845	1601-01-02 05:44:31.206173	4.576126e+03	cnts
8846	1601-01-02 05:44:31.274059	4.575662e+03	cnts
8847	1601-01-02 05:44:31.341945	4.575543e+03	cnts
8848	1601-01-02 05:44:31.375888	4.575822e+03	cnts
8849	1601-01-02 05:44:31.443774	4.575961e+03	cnts
8850	1601-01-02 05:44:31.511660	4.576237e+03	cnts
8851	1601-01-02 05:44:31.579546	4.576099e+03	cnts
8852	1601-01-02 05:44:31.647432	4.575888e+03	cnts
8853	1601-01-02 05:44:31.715318	4.575579e+03	cnts
8854	1601-01-02 05:44:31.749261	4.575652e+03	cnts
8855	1601-01-02 05:44:31.817147	4.575964e+03	cnts
8856	1601-01-02 05:44:31.885033	4.575930e+03	cnts
8857	1601-01-02 05:44:31.952919	4.575943e+03	cnts
8858	1601-01-02 05:44:32.020805	4.575394e+03	cnts
8859	1601-01-02 05:44:32.054748	4.575247e+03	cnts
8860	1601-01-02 05:44:32.122634	4.575470e+03	cnts
8861	1601-01-02 05:44:32.190520	4.575909e+03	cnts
8862	1601-01-02 05:44:32.258406	4.575835e+03	cnts
8863	1601-01-02 05:44:32.326292	4.575618e+03	cnts
8864	1601-01-02 05:44:32.394178	4.575714e+03	cnts
8865	1601-01-02 05:44:32.462064	4.575649e+03	cnts
8866	1601-01-02 05:44:32.529950	4.575968e+03	cnts
8867	1601-01-02 05:44:32.566504	4.575942e+03	cnts
8868	1601-01-02 05:44:32.665722	4.575964e+03	cnts
8869	1601-01-02 05:44:32.699665	4.575662e+03	cnts
8870	1601-01-02 05:44:32.767551	4.575497e+03	cnts
8871	1601-01-02 05:44:32.835437	4.575803e+03	cnts
8872	1601-01-02 05:44:32.903323	4.575858e+03	cnts
8873	1601-01-02 05:44:32.971209	4.576058e+03	cnts
8874	1601-01-02 05:44:33.039095	4.576015e+03	cnts
8875	1601-01-02 05:44:33.106981	4.575957e+03	cnts
8876	1601-01-02 05:44:33.140924	4.575857e+03	cnts
8877	1601-01-02 05:44:33.208810	4.575872e+03	cnts
8878	1601-01-02 05:44:33.276696	4.576217e+03	cnts
8879	1601-01-02 05:44:33.344582	4.576414e+03	cnts
8880	1601-01-02 05:44:33.412468	4.576189e+03	cnts
8881	1601-01-02 05:44:33.446411	4.576071e+03	cnts
8882	1601-01-02 05:44:33.514297	4.575673e+03	cnts
8883	1601-01-02 05:44:33.582183	4.576211e+03	cnts
8884	1601-01-02 05:44:33.650069	4.575890e+03	cnts
8885	1601-01-02 05:44:33.717955	4.576089e+03	cnts
8886	1601-01-02 05:44:33.751898	4.576212e+03	cnts
8887	1601-01-02 05:44:33.819784	4.576020e+03	cnts
8888	1601-01-02 05:44:33.853727	4.575639e+03	cnts
8889	1601-01-02 05:44:33.921613	4.575820e+03	cnts
8890	1601-01-02 05:44:34.023442	4.576089e+03	cnts
8891	1601-01-02 05:44:34.091328	4.576409e+03	cnts
8892	1601-01-02 05:44:34.125271	4.576110e+03	cnts
8893	1601-01-02 05:44:34.193157	4.575835e+03	cnts
8894	1601-01-02 05:44:34.261043	4.575756e+03	cnts
8895	1601-01-02 05:44:34.328929	4.575954e+03	cnts
8896	1601-01-02 05:44:34.396815	4.576327e+03	cnts
8897	1601-01-02 05:44:34.464701	4.576022e+03	cnts
8898	1601-01-02 05:44:34.532587	4.575648e+03	cnts
8899	1601-01-02 05:44:34.600473	4.575484e+03	cnts
8900	1601-01-02 05:44:34.634416	4.575725e+03	cnts
8901	1601-01-02 05:44:34.668359	4.575711e+03	cnts
8902	1601-01-02 05:44:34.770188	4.576418e+03	cnts
8903	1601-01-02 05:44:34.838074	4.575582e+03	cnts
8904	1601-01-02 05:44:34.905960	4.575617e+03	cnts
8905	1601-01-02 05:44:34.939903	4.575217e+03	cnts
8906	1601-01-02 05:44:35.007789	4.575154e+03	cnts
8907	1601-01-02 05:44:35.075675	4.575566e+03	cnts
8908	1601-01-02 05:44:35.143561	4.575584e+03	cnts
8909	1601-01-02 05:44:35.211447	4.575517e+03	cnts
8910	1601-01-02 05:44:35.279333	4.574988e+03	cnts
8911	1601-01-02 05:44:35.347219	4.575182e+03	cnts
8912	1601-01-02 05:44:35.381162	4.574984e+03	cnts
8913	1601-01-02 05:44:35.449048	4.575411e+03	cnts
8914	1601-01-02 05:44:35.516934	4.575422e+03	cnts
8915	1601-01-02 05:44:35.584820	4.575376e+03	cnts
8916	1601-01-02 05:44:35.652706	4.575150e+03	cnts
8917	1601-01-02 05:44:35.686649	4.575211e+03	cnts
8918	1601-01-02 05:44:35.754535	4.575040e+03	cnts
8919	1601-01-02 05:44:35.822421	4.575171e+03	cnts
8920	1601-01-02 05:44:35.856364	4.575333e+03	cnts
8921	1601-01-02 05:44:35.958193	4.574960e+03	cnts
8922	1601-01-02 05:44:36.026079	4.575038e+03	cnts
8923	1601-01-02 05:44:36.093965	4.575090e+03	cnts
8924	1601-01-02 05:44:36.127908	4.575130e+03	cnts
8925	1601-01-02 05:44:36.195794	4.575198e+03	cnts
8926	1601-01-02 05:44:36.263680	4.575241e+03	cnts
8927	1601-01-02 05:44:36.331566	4.575116e+03	cnts
8928	1601-01-02 05:44:36.399452	4.574892e+03	cnts
8929	1601-01-02 05:44:36.467338	4.574966e+03	cnts
8930	1601-01-02 05:44:36.501281	4.575233e+03	cnts
8931	1601-01-02 05:44:36.569167	4.575375e+03	cnts
8932	1601-01-02 05:44:36.637053	4.575193e+03	cnts
8933	1601-01-02 05:44:36.704939	4.574862e+03	cnts
8934	1601-01-02 05:44:36.772825	4.574769e+03	cnts
8935	1601-01-02 05:44:36.840711	4.575234e+03	cnts
8936	1601-01-02 05:44:36.874654	4.575001e+03	cnts
8937	1601-01-02 05:44:36.942540	4.575342e+03	cnts
8938	1601-01-02 05:44:37.010426	4.575171e+03	cnts
8939	1601-01-02 05:44:37.078312	4.574801e+03	cnts
8940	1601-01-02 05:44:37.112255	4.574503e+03	cnts
8941	1601-01-02 05:44:37.180141	4.574653e+03	cnts
8942	1601-01-02 05:44:37.182752	4.574459e+03	cnts
8943	1601-01-02 05:44:37.315913	4.574963e+03	cnts
8944	1601-01-02 05:44:37.383799	4.574626e+03	cnts
8945	1601-01-02 05:44:37.451685	4.574184e+03	cnts
8946	1601-01-02 05:44:37.519571	4.574257e+03	cnts
8947	1601-01-02 05:44:37.587457	4.574546e+03	cnts
8948	1601-01-02 05:44:37.621400	4.574833e+03	cnts
8949	1601-01-02 05:44:37.689286	4.574574e+03	cnts
8950	1601-01-02 05:44:37.757172	4.574252e+03	cnts
8951	1601-01-02 05:44:37.825058	4.574023e+03	cnts
8952	1601-01-02 05:44:37.892944	4.573669e+03	cnts
8953	1601-01-02 05:44:37.994773	4.573969e+03	cnts
8954	1601-01-02 05:44:38.028716	4.573928e+03	cnts
8955	1601-01-02 05:44:38.096602	4.573767e+03	cnts
8956	1601-01-02 05:44:38.164488	4.573689e+03	cnts
8957	1601-01-02 05:44:38.198431	4.573519e+03	cnts
8958	1601-01-02 05:44:38.266317	4.573431e+03	cnts
8959	1601-01-02 05:44:38.334203	4.573701e+03	cnts
8960	1601-01-02 05:44:38.402089	4.573652e+03	cnts
8961	1601-01-02 05:44:38.404700	4.573723e+03	cnts
8962	1601-01-02 05:44:38.503918	4.573594e+03	cnts
8963	1601-01-02 05:44:38.571804	4.573133e+03	cnts
8964	1601-01-02 05:44:38.639690	4.573302e+03	cnts
8965	1601-01-02 05:44:38.707576	4.573471e+03	cnts
8966	1601-01-02 05:44:38.775462	4.573609e+03	cnts
8967	1601-01-02 05:44:38.843348	4.573125e+03	cnts
8968	1601-01-02 05:44:38.877291	4.573092e+03	cnts
8969	1601-01-02 05:44:38.945177	4.572784e+03	cnts
8970	1601-01-02 05:44:39.013063	4.572961e+03	cnts
8971	1601-01-02 05:44:39.080949	4.573131e+03	cnts
8972	1601-01-02 05:44:39.148835	4.573278e+03	cnts
8973	1601-01-02 05:44:39.216721	4.572551e+03	cnts
8974	1601-01-02 05:44:39.250664	4.572529e+03	cnts
8975	1601-01-02 05:44:39.318550	4.572627e+03	cnts
8976	1601-01-02 05:44:39.386436	4.572912e+03	cnts
8977	1601-01-02 05:44:39.454322	4.572973e+03	cnts
8978	1601-01-02 05:44:39.522208	4.572606e+03	cnts
8979	1601-01-02 05:44:39.590094	4.572588e+03	cnts
8980	1601-01-02 05:44:39.624037	4.572172e+03	cnts
8981	1601-01-02 05:44:39.691923	4.572087e+03	cnts
8982	1601-01-02 05:44:39.759809	4.572163e+03	cnts
8983	1601-01-02 05:44:39.827695	4.572310e+03	cnts
8984	1601-01-02 05:44:39.895581	4.572142e+03	cnts
8985	1601-01-02 05:44:39.963467	4.571751e+03	cnts
8986	1601-01-02 05:44:40.031353	4.571451e+03	cnts
8987	1601-01-02 05:44:40.065296	4.571995e+03	cnts
8988	1601-01-02 05:44:40.133182	4.572073e+03	cnts
8989	1601-01-02 05:44:40.201068	4.572067e+03	cnts
8990	1601-01-02 05:44:40.268954	4.571860e+03	cnts
8991	1601-01-02 05:44:40.336840	4.571757e+03	cnts
8992	1601-01-02 05:44:40.370783	4.571413e+03	cnts
8993	1601-01-02 05:44:40.438669	4.571481e+03	cnts
8994	1601-01-02 05:44:40.506555	4.571891e+03	cnts
8995	1601-01-02 05:44:40.574441	4.571719e+03	cnts
8996	1601-01-02 05:44:40.642327	4.571451e+03	cnts
8997	1601-01-02 05:44:40.710213	4.571363e+03	cnts
8998	1601-01-02 05:44:40.778099	4.571272e+03	cnts
8999	1601-01-02 05:44:40.812042	4.571440e+03	cnts
9000	1601-01-02 05:44:40.913871	4.571750e+03	cnts
9001	1601-01-02 05:44:40.947814	4.571634e+03	cnts
9002	1601-01-02 05:44:41.015700	4.571467e+03	cnts
9003	1601-01-02 05:44:41.083586	4.571358e+03	cnts
9004	1601-01-02 05:44:41.117529	4.571093e+03	cnts
9005	1601-01-02 05:44:41.151472	4.571338e+03	cnts
9006	1601-01-02 05:44:41.253301	4.571571e+03	cnts
9007	1601-01-02 05:44:41.321187	4.571713e+03	cnts
9008	1601-01-02 05:44:41.389073	4.571348e+03	cnts
9009	1601-01-02 05:44:41.456959	4.571103e+03	cnts
9010	1601-01-02 05:44:41.524845	4.571243e+03	cnts
9011	1601-01-02 05:44:41.592731	4.571335e+03	cnts
9012	1601-01-02 05:44:41.626674	4.571616e+03	cnts
9013	1601-01-02 05:44:41.694560	4.571689e+03	cnts
9014	1601-01-02 05:44:41.762446	4.571560e+03	cnts
9015	1601-01-02 05:44:41.830332	4.570909e+03	cnts
9016	1601-01-02 05:44:41.898218	4.571612e+03	cnts
9017	1601-01-02 05:44:41.932161	4.571434e+03	cnts
9018	1601-01-02 05:44:42.000047	4.571840e+03	cnts
9019	1601-01-02 05:44:42.067933	4.571294e+03	cnts
9020	1601-01-02 05:44:42.135819	4.571279e+03	cnts
9021	1601-01-02 05:44:42.203705	4.571226e+03	cnts
9022	1601-01-02 05:44:42.271591	4.571616e+03	cnts
9023	1601-01-02 05:44:42.339477	4.571647e+03	cnts
9024	1601-01-02 05:44:42.407363	4.571607e+03	cnts
9025	1601-01-02 05:44:42.475249	4.571389e+03	cnts
9026	1601-01-02 05:44:42.477860	4.571678e+03	cnts
9027	1601-01-02 05:44:42.480471	4.571409e+03	cnts
9028	1601-01-02 05:44:42.483082	4.571767e+03	cnts
9029	1601-01-02 05:44:41.966104	4.572115e+03	cnts
9030	1601-01-02 05:44:43.561425	4.571791e+03	cnts
9031	1601-01-02 05:44:43.629311	4.571917e+03	cnts
9032	1601-01-02 05:44:43.663254	4.571846e+03	cnts
9033	1601-01-02 05:44:43.731140	4.572648e+03	cnts
9034	1601-01-02 05:44:43.799026	4.572553e+03	cnts
9035	1601-01-02 05:44:43.866912	4.572316e+03	cnts
9036	1601-01-02 05:44:43.934798	4.572436e+03	cnts
9037	1601-01-02 05:44:44.002684	4.572108e+03	cnts
9038	1601-01-02 05:44:44.036627	4.572253e+03	cnts
9039	1601-01-02 05:44:44.104513	4.572707e+03	cnts
9040	1601-01-02 05:44:44.172399	4.572591e+03	cnts
9041	1601-01-02 05:44:44.240285	4.572359e+03	cnts
9042	1601-01-02 05:44:44.308171	4.572455e+03	cnts
9043	1601-01-02 05:44:44.376057	4.572281e+03	cnts
9044	1601-01-02 05:44:44.443943	4.572898e+03	cnts
9045	1601-01-02 05:44:44.477886	4.573027e+03	cnts
9046	1601-01-02 05:44:44.545772	4.572664e+03	cnts
9047	1601-01-02 05:44:44.613658	4.572582e+03	cnts
9048	1601-01-02 05:44:44.681544	4.572722e+03	cnts
9049	1601-01-02 05:44:44.749430	4.572469e+03	cnts
9050	1601-01-02 05:44:44.817316	4.572697e+03	cnts
9051	1601-01-02 05:44:44.851259	4.572795e+03	cnts
9052	1601-01-02 05:44:44.919145	4.573197e+03	cnts
9053	1601-01-02 05:44:44.987031	4.572660e+03	cnts
9054	1601-01-02 05:44:45.054917	4.572657e+03	cnts
9055	1601-01-02 05:44:45.122803	4.572922e+03	cnts
9056	1601-01-02 05:44:45.190689	4.573521e+03	cnts
9057	1601-01-02 05:44:45.258575	4.573331e+03	cnts
9058	1601-01-02 05:44:45.292518	4.573273e+03	cnts
9059	1601-01-02 05:44:45.360404	4.573383e+03	cnts
9060	1601-01-02 05:44:45.428290	4.573280e+03	cnts
9061	1601-01-02 05:44:45.496176	4.573428e+03	cnts
9062	1601-01-02 05:44:45.564062	4.573678e+03	cnts
9063	1601-01-02 05:44:45.631948	4.573398e+03	cnts
9064	1601-01-02 05:44:45.665891	4.573083e+03	cnts
9065	1601-01-02 05:44:45.733777	4.573209e+03	cnts
9066	1601-01-02 05:44:45.801663	4.573057e+03	cnts
9067	1601-01-02 05:44:45.869549	4.573319e+03	cnts
9068	1601-01-02 05:44:45.921769	4.573121e+03	cnts
9069	1601-01-02 05:44:46.005321	4.573459e+03	cnts
9070	1601-01-02 05:44:46.073207	4.573394e+03	cnts
9071	1601-01-02 05:44:46.107150	4.573077e+03	cnts
9072	1601-01-02 05:44:46.175036	4.573232e+03	cnts
9073	1601-01-02 05:44:46.242922	4.573534e+03	cnts
